Global_active_power,Global_reactive_power,Voltage,Global_intensity,day,month,year,hour,minute,Total Reading
0.96,0.218,245.73,4.0,15,3,2009,23,23,1.0
0.264,0.126,242.31,1.2,28,5,2008,2,55,0.0
0.606,0.21,242.44,2.8,11,2,2008,8,10,1.0
0.176,0.0,240.69,0.8,31,8,2010,6,14,0.0
0.708,0.276,240.63,3.0,29,3,2010,22,34,2.0
0.228,0.092,240.83,1.0,27,6,2010,12,12,0.0
1.442,0.194,242.21,6.0,11,2,2007,16,41,20.0
0.302,0.086,242.59,1.2,10,5,2009,2,13,1.0
2.076,0.222,236.88,8.8,15,11,2008,8,34,18.0
0.56,0.362,241.87,2.8,6,11,2010,20,18,2.0
0.344,0.1,248.72,1.4,2,11,2010,15,29,1.0
0.212,0.0,239.93,0.8,3,3,2007,12,13,0.0
2.164,0.114,240.25,9.0,21,12,2007,7,47,19.0
0.26,0.178,241.44,1.4,29,8,2007,13,35,0.0
0.464,0.0,242.71,1.8,10,10,2008,23,57,1.0
0.222,0.078,240.06,1.0,9,9,2008,3,37,1.0
0.976,0.418,244.45,4.4,2,2,2008,14,56,1.0
1.34,0.178,237.03,5.6,15,9,2010,9,7,19.0
0.778,0.166,242.6,3.2,30,9,2010,14,21,1.0
0.306,0.116,248.33,1.2,21,12,2009,0,56,0.0
1.196,0.0,239.75,5.0,23,2,2010,7,23,1.0
2.312,0.24,238.53,9.8,27,5,2008,22,22,1.0
0.356,0.096,244.25,1.6,13,11,2007,0,8,0.0
0.348,0.124,243.13,1.4,5,3,2008,18,37,1.0
0.388,0.194,239.5,1.8,25,11,2009,5,18,2.0
0.306,0.232,241.46,1.6,16,7,2009,7,16,1.0
0.448,0.356,243.82,2.4,17,9,2009,1,39,1.0
0.602,0.26,244.48,2.6,14,4,2009,23,13,3.0
1.906,0.164,239.59,8.0,11,9,2008,22,21,18.0
0.34,0.104,245.86,1.4,5,9,2010,4,31,0.0
1.1,0.332,237.75,4.8,27,3,2007,19,58,0.0
0.08,0.0,238.77,0.2,28,8,2008,5,7,0.0
3.226,0.18,238.24,13.6,11,10,2008,7,18,18.0
1.23,0.114,237.68,5.2,18,6,2007,10,0,17.0
0.262,0.0,240.78,1.2,22,1,2010,4,11,1.0
0.232,0.114,241.04,1.0,7,8,2007,15,48,0.0
0.26,0.0,240.89,1.2,6,8,2009,12,36,1.0
1.276,0.0,241.01,5.2,29,5,2008,6,18,19.0
2.262,0.048,240.16,9.4,14,3,2009,20,24,18.0
1.358,0.0,242.98,5.6,29,12,2009,6,14,18.0
2.964,0.28,237.92,13.0,29,5,2010,18,34,35.0
0.154,0.0,238.1,0.6,28,6,2007,7,45,0.0
2.614,0.536,238.72,11.4,11,11,2008,10,24,17.0
1.416,0.0,241.86,5.8,18,10,2009,12,36,20.0
0.306,0.11,238.81,1.4,4,12,2007,11,12,0.0
0.25,0.11,242.53,1.0,22,7,2010,7,54,2.0
2.152,0.092,240.04,9.0,1,2,2008,7,52,18.0
2.87,0.174,236.64,12.6,27,2,2010,18,31,30.0
1.024,0.0,246.84,4.2,12,12,2009,21,10,0.0
2.616,0.0,245.76,10.6,22,11,2007,23,31,40.0
0.324,0.1,241.15,1.4,6,8,2009,5,22,1.0
3.71,0.06,238.22,15.4,16,4,2009,23,5,38.0
1.744,0.296,237.17,7.4,30,1,2008,18,6,0.0
2.34,0.0,243.52,9.6,29,12,2006,5,19,0.0
0.59,0.07,241.14,2.6,23,7,2008,12,23,2.0
1.42,0.0,239.96,5.8,4,12,2009,9,1,18.0
0.326,0.084,242.66,1.4,23,4,2010,4,8,3.0
0.72,0.144,240.57,3.0,17,3,2008,18,22,4.0
0.158,0.14,243.33,0.8,31,8,2008,4,27,2.0
0.51,0.0,242.65,2.0,3,4,2008,5,22,0.0
0.332,0.104,241.06,1.4,5,8,2010,23,24,2.0
0.288,0.068,246.5,1.2,30,12,2008,8,56,0.0
0.252,0.0,242.69,1.0,2,9,2007,1,1,0.0
0.546,0.078,240.68,2.2,25,6,2007,20,44,1.0
0.152,0.0,238.37,1.0,18,9,2007,16,44,0.0
0.324,0.072,241.13,1.4,16,10,2010,18,13,0.0
0.232,0.124,238.1,1.0,28,7,2007,5,58,0.0
1.696,0.222,240.02,7.2,9,2,2007,16,2,18.0
0.266,0.0,243.81,1.0,4,8,2008,1,33,0.0
1.824,0.062,236.41,7.6,18,6,2008,10,20,28.0
1.332,0.0,238.3,5.6,22,10,2007,11,13,17.0
0.566,0.0,239.3,2.4,4,7,2007,9,15,0.0
0.36,0.196,243.57,1.8,1,7,2007,8,18,0.0
0.354,0.088,242.55,1.4,16,4,2010,5,40,1.0
1.932,0.158,237.75,8.0,13,4,2010,21,23,19.0
0.1,0.0,233.88,0.4,30,7,2007,10,12,0.0
0.252,0.122,242.08,1.2,26,9,2008,1,31,1.0
1.428,0.088,242.22,5.8,2,3,2008,2,6,18.0
0.198,0.086,236.35,0.8,26,4,2007,14,46,0.0
0.472,0.204,242.72,2.0,6,12,2009,23,26,1.0
2.444,0.16,239.48,10.2,10,6,2010,7,20,18.0
0.334,0.168,248.15,1.4,25,1,2007,0,39,0.0
1.41,0.098,244.42,5.8,18,3,2009,13,53,18.0
0.528,0.124,247.03,2.2,2,12,2010,23,31,1.0
0.224,0.0,248.45,1.0,25,1,2007,5,7,0.0
0.26,0.096,240.48,1.2,7,8,2010,12,8,0.0
1.57,0.054,237.3,6.6,14,3,2008,9,32,18.0
0.282,0.232,242.47,1.4,8,8,2009,19,13,3.0
0.64,0.052,240.31,2.6,7,6,2008,2,20,0.0
1.89,0.202,242.64,7.8,27,1,2007,7,17,18.0
1.318,0.168,230.77,5.6,6,7,2007,8,25,16.0
0.754,0.116,240.88,3.2,23,11,2008,4,3,0.0
1.236,0.082,242.66,5.0,4,5,2010,7,57,0.0
0.168,0.0,236.02,0.8,24,4,2007,4,5,0.0
0.452,0.232,243.39,2.0,16,2,2008,5,25,1.0
1.344,0.102,241.13,5.6,17,6,2009,18,27,19.0
0.864,0.096,238.73,3.8,29,6,2008,0,43,1.0
1.46,0.334,241.14,6.2,5,10,2008,14,1,20.0
0.388,0.296,243.75,2.0,1,11,2007,5,9,1.0
0.218,0.0,245.14,0.8,20,3,2009,15,1,0.0
0.938,0.106,243.16,3.8,20,9,2010,22,38,2.0
1.82,0.176,240.89,7.6,29,5,2010,7,37,18.0
0.368,0.09,243.31,1.6,20,5,2010,3,56,1.0
0.674,0.0,242.69,2.8,16,6,2010,1,28,1.0
0.342,0.11,240.76,1.4,26,4,2008,3,43,1.0
0.328,0.106,240.35,1.4,11,7,2007,5,59,0.0
0.316,0.146,244.2,1.4,18,1,2007,2,2,0.0
0.386,0.234,241.87,1.8,19,3,2008,15,27,1.0
0.644,0.362,242.65,3.0,23,10,2009,14,14,0.0
1.988,0.378,239.66,8.4,18,5,2008,12,34,18.0
0.284,0.054,235.52,1.2,31,5,2007,4,31,2.0
0.404,0.228,244.01,1.8,21,11,2009,6,26,2.0
1.444,0.086,239.02,6.0,13,5,2008,7,12,18.0
0.446,0.22,241.49,2.0,5,6,2008,20,12,1.0
0.302,0.046,232.14,1.4,28,5,2007,8,3,0.0
0.208,0.058,242.78,0.8,21,12,2008,5,35,0.0
0.318,0.074,242.02,1.4,17,11,2009,4,50,1.0
0.158,0.046,242.0,0.8,18,9,2010,12,23,0.0
1.762,0.186,240.47,7.4,18,10,2008,11,29,19.0
0.324,0.244,242.52,1.6,14,6,2008,0,1,1.0
1.268,0.144,234.5,5.4,27,7,2007,15,44,17.0
0.206,0.0,234.85,0.8,3,2,2008,17,52,0.0
0.382,0.186,242.52,1.6,27,10,2008,7,50,0.0
0.318,0.074,240.9,1.4,10,4,2007,17,0,2.0
2.312,0.158,237.69,9.6,31,1,2009,9,1,17.0
1.076,0.0,238.15,4.4,14,10,2007,0,31,0.0
2.756,0.292,242.48,11.4,18,10,2010,20,47,21.0
1.298,0.0,242.81,5.2,13,1,2008,6,4,0.0
1.078,0.076,242.79,4.4,1,12,2009,17,31,0.0
0.33,0.12,243.14,1.4,12,9,2009,1,44,0.0
0.126,0.058,238.97,0.8,28,8,2008,20,16,0.0
2.116,0.156,240.24,8.8,15,9,2009,7,26,18.0
0.234,0.0,241.77,1.0,4,9,2010,3,20,1.0
2.072,0.084,233.16,8.8,8,7,2007,8,33,16.0
1.212,0.064,241.67,5.0,7,7,2007,0,5,0.0
0.634,0.0,242.79,3.4,9,6,2009,9,20,0.0
0.366,0.0,241.48,1.8,15,6,2010,7,24,1.0
3.538,0.226,239.28,15.4,2,3,2008,13,47,44.0
3.156,0.072,239.19,13.2,16,3,2009,21,45,18.0
2.292,0.306,239.3,10.4,19,4,2007,18,11,33.0
0.326,0.106,246.45,1.4,15,10,2010,23,26,1.0
0.946,0.468,241.18,4.4,23,10,2010,2,14,11.0
2.692,0.09,239.75,11.2,29,1,2009,7,24,18.0
2.48,0.096,243.35,10.2,23,1,2007,22,31,0.0
1.36,0.0,242.68,5.6,16,12,2008,9,42,18.0
3.208,0.282,237.52,13.6,16,10,2008,20,28,18.0
1.286,0.328,240.42,5.6,16,9,2008,12,13,2.0
0.406,0.2,234.42,1.8,25,5,2007,11,32,1.0
0.354,0.0,241.06,1.6,6,11,2009,13,45,1.0
2.56,0.206,236.61,10.8,31,12,2006,21,18,0.0
0.358,0.088,240.24,1.4,11,6,2010,0,6,0.0
0.204,0.066,241.74,1.0,19,4,2007,11,13,0.0
0.248,0.076,243.73,1.0,6,8,2010,2,36,1.0
1.376,0.0,238.04,5.8,6,6,2008,18,41,18.0
0.306,0.0,242.64,1.4,3,5,2007,12,42,0.0
0.23,0.11,237.56,1.0,22,6,2008,3,2,0.0
0.414,0.092,245.34,1.6,24,1,2010,2,1,1.0
1.4,0.048,241.83,5.8,3,9,2009,10,8,18.0
2.2,0.216,240.49,9.2,15,5,2009,7,30,29.0
0.358,0.226,243.02,1.8,6,10,2007,21,1,2.0
0.308,0.076,244.74,1.2,21,2,2009,15,51,0.0
1.332,0.0,242.18,5.4,1,8,2007,2,57,17.0
0.284,0.132,240.92,1.4,8,6,2010,20,6,0.0
0.436,0.21,241.92,2.0,4,5,2009,19,51,0.0
1.35,0.0,240.72,5.6,21,5,2009,18,59,19.0
1.292,0.048,241.38,5.2,26,3,2009,11,2,17.0
0.524,0.09,240.62,2.2,22,5,2010,22,36,1.0
0.458,0.058,245.92,1.8,24,12,2008,22,22,0.0
0.318,0.124,238.25,1.4,29,3,2007,11,2,0.0
0.246,0.0,241.39,1.0,11,12,2007,3,59,0.0
0.296,0.088,245.55,1.2,23,1,2008,23,39,1.0
0.322,0.108,245.37,1.4,18,1,2010,5,40,1.0
0.406,0.194,242.46,1.8,22,10,2009,4,51,1.0
1.532,0.164,238.88,6.4,5,11,2008,2,51,19.0
1.476,0.134,241.79,6.0,17,3,2010,9,1,20.0
0.418,0.24,242.66,2.0,5,1,2008,23,13,2.0
0.23,0.056,242.79,1.0,17,11,2010,15,28,0.0
0.242,0.114,239.86,1.0,14,7,2008,1,11,1.0
0.438,0.0,242.89,2.0,3,5,2009,0,35,0.0
1.406,0.0,240.0,5.8,6,3,2009,21,14,18.0
0.408,0.226,242.23,1.8,4,9,2010,4,20,2.0
0.218,0.0,247.17,0.8,15,2,2008,3,11,0.0
1.638,0.0,239.21,6.8,12,3,2009,22,6,18.0
1.514,0.094,238.98,6.4,11,9,2007,8,56,17.0
1.41,0.066,238.93,5.8,16,1,2009,11,17,17.0
1.022,0.42,239.69,4.6,16,9,2010,4,13,12.0
1.81,0.0,238.18,7.6,9,11,2007,7,8,17.0
0.22,0.0,242.16,0.8,27,10,2009,14,17,0.0
0.302,0.126,237.71,1.4,14,5,2007,0,9,0.0
1.34,0.0,243.7,5.4,31,1,2007,17,7,18.0
1.364,0.188,242.47,5.6,7,11,2007,6,0,19.0
2.384,0.094,239.26,9.8,20,2,2007,3,31,1.0
1.336,0.0,247.35,5.4,21,12,2009,3,10,19.0
0.4,0.298,241.01,2.0,1,10,2007,17,7,0.0
0.634,0.198,242.01,2.8,29,1,2008,17,19,0.0
4.21,0.14,235.24,17.8,10,10,2007,21,8,53.0
1.878,0.16,240.44,7.8,20,11,2010,11,17,17.0
2.946,0.208,238.02,12.4,14,11,2007,20,17,18.0
0.246,0.0,248.39,1.0,31,1,2010,3,44,1.0
0.344,0.174,234.71,1.6,6,7,2007,2,25,0.0
1.934,0.228,242.14,8.0,26,1,2010,23,30,19.0
1.458,0.122,240.96,6.0,29,3,2007,22,49,17.0
0.226,0.0,241.84,1.0,22,2,2008,6,40,0.0
0.408,0.102,241.29,1.8,16,10,2008,2,27,1.0
0.404,0.206,239.53,1.8,14,5,2009,13,26,1.0
3.134,0.236,235.6,13.4,26,5,2010,19,33,46.0
0.31,0.06,245.68,1.2,21,11,2010,6,11,0.0
1.354,0.0,240.31,5.6,20,5,2010,9,19,18.0
0.318,0.074,242.74,1.4,17,9,2010,0,25,1.0
0.212,0.114,239.38,1.0,21,4,2007,2,4,0.0
2.648,0.428,243.79,11.0,24,10,2010,2,20,19.0
0.428,0.124,242.54,1.8,18,10,2009,8,28,1.0
1.498,0.092,242.75,6.2,12,5,2009,12,34,19.0
0.344,0.13,241.52,1.4,30,9,2007,8,46,0.0
2.572,0.25,242.18,10.6,19,1,2010,20,13,19.0
2.276,0.384,240.97,10.8,14,7,2007,14,15,12.0
0.224,0.096,239.38,1.0,17,8,2009,1,56,1.0
1.726,0.25,237.89,7.2,29,6,2010,10,49,18.0
2.772,0.064,237.27,11.6,12,3,2007,8,4,18.0
0.584,0.106,244.28,2.4,5,11,2010,23,15,0.0
1.348,0.054,240.05,5.6,19,1,2009,11,22,18.0
0.256,0.0,240.14,1.0,5,11,2009,6,28,0.0
0.206,0.0,242.28,1.0,7,9,2009,2,50,1.0
0.324,0.094,241.11,1.4,15,3,2008,6,59,0.0
0.232,0.0,239.46,1.0,24,6,2010,6,30,1.0
0.226,0.0,243.12,1.0,11,9,2007,3,52,0.0
0.304,0.098,244.68,1.2,2,7,2008,4,22,1.0
0.158,0.0,242.62,0.6,15,8,2010,6,4,1.0
1.378,0.06,243.35,5.6,28,10,2008,3,35,19.0
2.48,0.0,240.18,10.4,23,1,2007,19,6,0.0
0.322,0.098,246.33,1.4,1,3,2009,2,28,0.0
1.392,0.066,240.68,5.8,18,1,2008,4,39,17.0
1.432,0.22,238.64,6.0,14,6,2008,7,9,18.0
1.27,0.302,239.04,5.4,13,11,2010,12,25,0.0
0.352,0.086,242.45,2.2,24,12,2006,8,12,0.0
0.236,0.108,242.29,1.0,30,9,2009,3,35,0.0
0.25,0.094,242.32,1.2,7,4,2010,20,40,1.0
0.308,0.062,241.78,1.2,17,2,2009,21,13,0.0
0.426,0.334,240.65,2.2,13,8,2010,2,20,0.0
0.282,0.0,241.09,1.4,20,6,2007,12,11,0.0
1.402,0.07,241.47,5.8,11,2,2010,10,0,19.0
0.454,0.102,239.25,2.0,19,10,2008,18,20,2.0
1.45,0.108,240.8,6.0,17,4,2009,4,0,1.0
0.762,0.09,239.29,3.2,25,9,2007,16,49,0.0
0.42,0.222,244.44,2.0,4,3,2007,23,56,0.0
0.23,0.0,244.29,1.0,2,7,2009,1,34,0.0
0.394,0.0,247.42,1.8,27,12,2006,4,24,0.0
0.25,0.14,242.6,1.2,21,6,2008,23,46,1.0
0.386,0.056,240.83,1.6,20,6,2010,0,44,0.0
1.768,0.116,240.63,7.2,26,4,2008,11,8,19.0
2.14,0.43,239.58,9.0,27,9,2008,18,48,19.0
1.492,0.096,245.23,6.0,1,6,2009,15,6,19.0
0.44,0.278,243.3,2.2,16,6,2008,18,32,0.0
1.64,0.17,241.93,6.8,15,1,2010,13,5,19.0
0.334,0.064,241.28,1.4,4,5,2009,18,25,0.0
0.326,0.082,240.76,1.4,28,4,2008,13,8,0.0
1.768,0.054,242.49,7.2,13,3,2009,17,26,18.0
0.382,0.178,239.68,1.8,13,11,2007,4,0,1.0
2.4,0.076,231.57,10.4,23,5,2007,21,37,17.0
0.396,0.09,243.18,1.8,16,4,2009,13,19,0.0
2.476,0.124,239.5,10.2,2,3,2007,22,41,18.0
1.278,0.0,239.82,5.2,24,11,2007,17,3,17.0
1.314,0.0,245.68,5.2,24,12,2009,5,26,19.0
1.34,0.0,240.91,5.6,18,3,2009,8,28,18.0
1.582,0.092,238.75,6.6,23,8,2007,8,37,19.0
1.446,0.078,238.13,6.0,21,12,2006,9,45,18.0
1.176,0.246,241.6,5.2,20,7,2010,18,3,11.0
0.162,0.148,243.69,0.8,29,8,2008,20,29,1.0
3.264,0.172,238.24,13.8,4,8,2008,6,41,18.0
1.558,0.172,245.15,6.4,24,1,2007,14,33,19.0
0.936,0.112,242.94,4.2,6,1,2009,20,17,1.0
1.564,0.094,247.18,6.4,2,3,2009,14,25,18.0
0.306,0.226,238.9,1.6,28,6,2008,4,57,1.0
1.266,0.0,239.08,5.2,24,2,2008,9,24,18.0
0.238,0.0,244.26,1.0,12,12,2009,1,44,1.0
3.874,0.104,238.31,16.4,23,12,2006,12,51,18.0
1.624,0.332,236.29,7.0,11,10,2010,10,45,18.0
0.226,0.0,240.46,1.0,28,12,2006,12,6,0.0
1.622,0.084,243.64,6.8,14,12,2007,16,9,18.0
0.134,0.0,243.98,0.6,9,12,2009,0,40,1.0
0.456,0.214,242.78,2.0,20,4,2009,0,37,1.0
0.142,0.0,243.04,0.6,19,6,2008,5,28,1.0
2.962,0.124,236.66,12.6,1,11,2007,21,11,18.0
1.39,0.182,238.65,5.8,27,8,2010,11,3,18.0
0.22,0.1,243.94,1.0,30,7,2009,7,4,0.0
0.994,0.0,240.04,4.2,15,3,2008,16,47,0.0
5.986,0.05,233.34,25.6,28,9,2008,21,0,53.0
0.346,0.102,242.13,1.4,16,1,2007,9,21,1.0
1.448,0.078,245.16,5.8,20,10,2010,0,31,20.0
0.152,0.0,234.99,0.6,5,12,2007,5,21,0.0
0.314,0.236,241.27,1.6,7,3,2009,16,1,2.0
0.236,0.0,245.05,1.0,21,2,2008,6,0,0.0
0.336,0.098,242.35,1.4,15,4,2010,4,26,1.0
0.218,0.0,239.1,1.0,11,7,2007,1,29,0.0
0.336,0.248,240.41,1.6,16,6,2007,0,26,1.0
1.302,0.0,237.48,5.4,10,12,2009,11,35,18.0
3.518,0.18,237.69,14.8,21,5,2009,12,20,18.0
0.362,0.208,242.86,1.6,13,6,2010,6,51,1.0
1.388,0.07,240.91,5.8,11,6,2009,10,59,18.0
1.486,0.128,243.42,6.0,17,3,2010,9,11,20.0
0.378,0.136,242.79,1.6,14,4,2008,4,38,1.0
1.252,0.136,241.84,5.2,29,4,2010,2,30,12.0
1.344,0.074,238.87,5.6,20,11,2008,11,8,17.0
0.294,0.074,248.25,1.2,30,12,2008,0,2,0.0
4.776,0.198,236.34,20.2,13,3,2010,19,56,54.0
1.968,0.122,240.95,8.2,5,2,2008,18,28,18.0
0.546,0.268,243.06,2.4,1,1,2007,23,11,0.0
0.914,0.0,237.35,3.8,26,9,2007,20,8,1.0
0.262,0.0,243.4,1.0,10,3,2008,0,43,0.0
1.406,0.108,240.85,5.8,26,3,2010,9,27,18.0
3.696,0.216,237.13,15.6,23,2,2009,20,42,18.0
0.408,0.07,245.31,1.8,7,11,2009,16,57,1.0
1.816,0.25,240.09,7.6,28,6,2009,18,33,18.0
0.874,0.338,241.96,3.8,15,8,2010,1,26,13.0
0.178,0.1,237.3,0.8,8,12,2007,5,27,0.0
1.352,0.08,236.44,5.6,21,2,2008,9,7,17.0
2.874,0.0,239.13,12.0,10,6,2009,7,39,18.0
0.346,0.23,239.59,1.8,31,7,2008,5,26,1.0
0.304,0.22,241.84,1.4,10,4,2009,1,54,1.0
0.318,0.088,242.52,1.4,17,11,2008,16,14,0.0
0.758,0.0,240.36,3.2,14,3,2008,7,3,0.0
2.756,0.078,240.27,11.4,14,7,2010,23,22,19.0
0.424,0.326,245.74,2.2,28,12,2006,1,58,2.0
0.332,0.0,247.04,1.6,3,2,2009,23,22,0.0
0.754,0.064,243.62,3.0,11,12,2010,23,35,0.0
1.046,0.366,242.56,5.6,25,3,2007,16,13,9.0
0.488,0.0,246.99,2.0,27,10,2010,17,54,0.0
0.346,0.102,244.36,1.4,2,6,2010,1,24,1.0
0.232,0.0,242.53,1.0,11,12,2009,12,53,1.0
0.674,0.054,244.17,2.8,10,7,2010,23,37,2.0
0.344,0.108,242.5,1.4,5,5,2008,18,15,3.0
1.864,0.118,247.32,7.8,24,12,2009,14,27,19.0
1.218,0.096,234.09,5.2,26,4,2007,19,35,16.0
0.304,0.182,241.3,1.4,15,7,2009,5,17,0.0
4.454,0.0,238.01,18.6,21,6,2010,15,29,72.0
0.534,0.07,241.55,2.2,12,12,2007,10,48,0.0
2.304,0.084,236.81,9.6,24,11,2008,10,20,17.0
0.688,0.07,245.77,2.8,10,11,2008,23,52,0.0
0.552,0.102,243.13,2.4,15,2,2008,17,33,0.0
0.25,0.098,244.2,1.2,16,5,2008,23,19,1.0
0.788,0.106,241.29,3.2,22,6,2009,2,51,11.0
0.246,0.0,242.06,1.0,3,1,2010,4,36,0.0
0.822,0.106,242.29,3.4,27,4,2010,7,9,1.0
2.654,0.162,233.93,11.4,4,11,2008,20,58,17.0
0.41,0.21,242.9,1.8,20,11,2009,1,4,1.0
0.446,0.122,245.51,1.8,1,8,2010,16,28,1.0
0.364,0.1,238.76,1.6,5,11,2009,13,34,1.0
0.244,0.13,240.56,1.2,8,5,2009,2,14,1.0
1.54,0.206,239.61,6.4,20,5,2009,8,24,21.0
2.068,0.058,237.4,8.8,8,4,2008,22,11,4.0
2.086,0.0,247.55,8.4,21,12,2009,15,55,19.0
0.136,0.0,239.62,0.6,8,2,2009,20,43,0.0
0.264,0.0,244.73,1.0,4,8,2010,23,55,1.0
2.996,0.222,239.66,12.6,2,3,2010,19,43,25.0
0.414,0.098,235.81,1.8,28,7,2007,18,17,1.0
1.794,0.152,236.94,7.6,6,6,2008,7,44,18.0
0.322,0.114,247.09,1.4,21,12,2007,1,1,0.0
4.416,0.282,235.71,18.6,16,6,2008,7,47,56.0
0.532,0.33,240.76,2.6,19,8,2009,14,12,5.0
1.41,0.058,243.43,5.8,29,11,2007,5,49,18.0
0.346,0.276,243.49,1.8,28,6,2009,3,56,2.0
1.316,0.074,237.13,5.4,19,2,2007,9,56,18.0
1.382,0.09,241.51,5.6,19,3,2010,15,7,18.0
0.23,0.204,241.78,1.2,20,6,2007,6,12,1.0
3.682,0.216,232.91,15.8,8,9,2007,0,23,30.0
0.196,0.088,238.18,0.8,9,6,2007,11,27,0.0
0.136,0.0,240.73,0.6,18,6,2009,15,18,0.0
1.912,0.312,238.26,8.2,22,4,2007,11,42,19.0
1.492,0.0,233.43,6.4,4,2,2008,11,7,17.0
1.074,0.096,240.26,4.8,28,6,2010,12,16,17.0
3.838,0.27,233.48,16.4,28,3,2007,20,11,17.0
0.322,0.228,239.66,1.6,25,6,2010,4,37,3.0
0.118,0.0,241.68,0.6,15,6,2007,12,46,1.0
0.23,0.0,243.57,1.0,31,3,2008,17,43,0.0
1.814,0.058,236.74,7.6,22,10,2008,21,29,0.0
2.272,0.048,239.69,9.4,22,2,2007,5,23,0.0
1.364,0.0,244.47,5.6,26,11,2009,10,1,19.0
0.47,0.346,240.7,2.4,13,7,2007,12,15,1.0
4.642,0.056,236.54,19.6,18,1,2008,8,34,54.0
0.448,0.194,234.0,2.0,5,7,2007,17,37,0.0
0.184,0.0,244.53,0.8,9,8,2008,1,17,0.0
0.424,0.238,242.97,2.0,25,11,2009,1,13,1.0
0.668,0.048,238.1,3.0,17,2,2008,17,43,0.0
0.35,0.11,244.95,1.6,28,2,2009,5,47,0.0
0.272,0.216,240.83,1.4,23,9,2007,3,43,1.0
0.832,0.282,239.98,3.8,24,6,2010,15,13,10.0
0.326,0.072,237.42,1.4,6,7,2007,23,31,1.0
0.42,0.092,242.83,1.8,22,4,2009,0,6,1.0
0.746,0.196,241.51,3.2,7,3,2010,11,56,1.0
0.316,0.1,245.92,1.4,17,12,2007,3,20,0.0
1.414,0.202,241.05,5.8,7,7,2009,6,55,20.0
0.572,0.248,246.52,2.6,12,6,2007,0,49,0.0
0.258,0.268,239.48,1.4,28,8,2008,6,21,3.0
1.548,0.39,239.76,6.6,16,6,2007,11,35,19.0
0.188,0.0,240.37,0.8,15,9,2009,14,4,1.0
0.27,0.216,234.98,1.4,8,3,2007,5,38,0.0
1.244,0.0,239.55,5.2,16,9,2009,9,29,18.0
0.238,0.096,242.6,1.2,22,9,2008,16,25,1.0
0.548,0.1,243.04,2.2,9,2,2008,23,34,1.0
0.314,0.122,242.14,1.4,20,4,2007,17,21,0.0
0.206,0.098,244.08,0.8,25,9,2009,1,3,1.0
0.408,0.08,242.03,1.6,16,12,2009,18,47,1.0
2.49,0.5,239.66,10.6,14,9,2009,11,24,31.0
1.342,0.118,243.6,5.4,17,6,2008,7,52,20.0
0.778,0.104,244.94,3.2,19,4,2009,23,24,1.0
1.674,0.11,243.25,6.8,26,1,2010,0,8,20.0
0.448,0.184,243.5,2.0,14,10,2010,6,10,0.0
0.714,0.056,238.1,3.8,11,11,2010,12,40,7.0
3.1,0.148,239.89,13.6,21,3,2007,22,48,40.0
0.216,0.118,241.74,1.0,22,8,2009,3,3,1.0
1.766,0.052,239.09,7.4,16,10,2010,8,2,18.0
0.242,0.138,242.23,1.0,8,4,2009,11,25,1.0
0.36,0.248,241.96,1.8,22,6,2010,19,28,2.0
0.224,0.0,244.23,1.0,1,9,2008,5,27,0.0
0.786,0.24,235.52,3.4,22,10,2008,18,43,6.0
0.414,0.118,244.52,1.8,17,4,2009,18,55,1.0
0.224,0.0,244.29,1.0,26,3,2007,3,56,0.0
0.774,0.138,243.47,3.4,28,6,2009,1,28,11.0
0.382,0.198,242.73,1.8,16,11,2007,4,20,1.0
0.546,0.082,241.45,2.2,28,9,2009,17,48,1.0
0.08,0.0,240.6,0.2,13,8,2008,20,33,1.0
0.154,0.0,241.66,0.6,26,8,2009,18,49,0.0
0.116,0.0,241.78,0.6,21,4,2007,6,47,0.0
0.344,0.132,243.75,1.6,26,2,2007,18,8,0.0
2.474,0.13,240.92,10.8,19,2,2008,6,47,0.0
1.914,0.088,239.82,8.0,2,3,2009,7,27,19.0
2.276,0.526,240.72,9.6,13,7,2010,9,8,32.0
0.64,0.0,238.6,2.6,22,10,2007,22,7,0.0
0.348,0.118,241.05,1.4,5,7,2008,4,32,0.0
0.368,0.226,242.24,1.8,7,3,2010,10,49,1.0
0.342,0.054,244.34,1.4,12,3,2008,3,15,0.0
0.186,0.056,235.42,0.8,21,7,2007,3,13,0.0
0.176,0.0,242.16,0.8,29,8,2010,6,24,0.0
2.14,0.062,237.69,9.0,19,2,2010,8,26,19.0
1.496,0.182,242.13,6.2,4,2,2009,10,53,19.0
0.432,0.0,239.57,1.8,17,10,2008,15,44,1.0
0.258,0.0,243.41,1.0,4,9,2008,17,55,0.0
1.03,0.216,241.34,4.4,6,3,2009,18,35,12.0
0.334,0.156,240.33,1.6,4,12,2007,11,59,1.0
0.372,0.0,238.86,1.6,24,9,2010,11,28,0.0
0.236,0.0,242.74,1.0,10,2,2008,3,31,0.0
1.264,0.0,239.28,5.2,6,9,2009,10,46,18.0
1.502,0.312,236.92,6.4,28,7,2008,7,26,20.0
0.314,0.0,243.0,1.2,2,10,2010,2,44,0.0
0.25,0.0,242.3,1.0,12,4,2007,17,6,0.0
0.568,0.202,243.32,2.4,10,3,2010,12,39,1.0
0.232,0.082,241.24,1.0,27,7,2010,17,42,1.0
0.47,0.168,246.17,2.0,1,2,2007,3,7,1.0
0.81,0.096,239.24,3.4,17,8,2010,20,51,0.0
0.58,0.0,238.71,2.4,23,9,2007,8,43,1.0
